Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
510,IBIT,Index,-46.0,0.0,0.0,,-17.4,-17.7,-25.7,-42.3,,,,-46.0,35.4,-93.7,2.0,0.0,50.1,-16.1,550.0,550.0,298.0,298.0,83.82,83.82,547.17,547.17,-50,-26.699999999999996,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,550.0,550.0,298.0,298.0,83.82,83.82,555.0,58.0,50.0,25.0,0.0,547.17,547.17,58118959104.0,58.119,,etf,etf,data_raw,71.82,-49.85,False
511,WTW,Financials,-102.8,4.4,4.4,,-1.7,-13.6,-20.6,-28.6,-44.1,-56.0,-75.1,-102.8,22.9,-108.1,2.6,0.0,-5000.0,47.5,422.0,422.0,448.0,448.0,103.67,103.67,549.72,549.72,1,-2922.4220570211,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,422.0,422.0,448.0,448.0,103.67,103.67,485.0,58.0,3.0,-2.0,0.0,549.72,549.72,24423301767.96,24.423,367.0,other,equity,data_raw,352.79,-26.7,False
512,TECH,Healthcare,-136.7,4.6,1.2,,-1.8,-9.9,-16.2,-19.0,-56.4,-88.4,-112.4,-136.7,167.5,-157.7,2.3,0.0,-3050.1531905476254,13.6,501.0,501.0,517.0,517.0,105.33,105.33,550.43,550.43,15,-842.6179145511683,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,501.0,501.0,517.0,517.0,105.33,105.33,419.0,40.0,3.0,-2.0,0.0,550.43,550.43,8326326225.96,8.326,518.0,other,equity,data_raw,72.16,-26.3,False
513,SJM,Packaged Foods,-135.0,1.0,0.6,,-0.0,-8.2,-7.9,-12.4,-37.1,-60.9,-82.7,-135.0,15.9,-135.9,2.3,0.0,-5000.0,15.3,495.0,495.0,512.0,512.0,114.46,114.46,551.16,551.16,-28,-63.91629456078772,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,495.0,495.0,512.0,512.0,114.46,114.46,329.0,14.0,3.0,25.0,0.0,551.16,551.16,10784278310.2,10.784,500.0,other,equity,data_raw,119.005,-15.03,False
514,VICI,Real Estate,-79.5,0.0,0.0,,-5.8,-12.1,-12.8,-22.2,-42.7,-59.8,-71.8,-79.5,40.0,-93.9,2.4,0.0,-3302.4,33.2,462.0,462.0,377.0,377.0,114.37,114.37,553.62,553.62,-39,-221.0733038230569,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,462.0,462.0,377.0,377.0,114.37,114.37,441.0,40.0,3.0,25.0,0.0,553.62,553.62,29299187902.45,29.299,323.0,other,equity,data_raw,33.005,-17.56,False
515,EXE,Oil & Gas E&P,-32.2,2.2,2.2,,-5.1,-15.2,-21.0,-25.2,-34.7,-38.5,,-32.2,97.5,-63.5,2.3,0.0,-221.27322866690392,32.6,463.0,463.0,269.0,269.0,124.83,124.83,554.08,554.08,-4,-106.22602664270366,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,463.0,463.0,269.0,269.0,124.83,124.83,490.0,58.0,14.0,25.0,0.0,554.08,554.08,22343974861.63,22.344,386.0,other,equity,data_raw,126.621,-27.29,False
516,MDT,Healthcare,-137.1,7.5,7.5,,4.1,-9.6,-18.0,-22.0,-35.5,-58.5,-88.6,-137.1,12.1,-148.7,1.9,0.0,-5000.0,13.2,502.0,502.0,518.0,518.0,105.24,105.24,557.09,557.09,32,-111.93287739018706,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,502.0,502.0,518.0,518.0,105.24,105.24,417.0,40.0,3.0,-2.0,0.0,557.09,557.09,105188695492.33,105.189,117.0,large,equity,data_raw,106.33,-22.95,False
517,ULTA,Specialty Retail,-101.4,0.0,-6.2,,-12.8,-24.4,-28.2,-27.9,-36.8,-54.8,-62.5,-101.4,50.1,-101.0,1.8,0.0,-173.09862740765482,48.9,417.0,417.0,444.0,444.0,108.33,108.33,557.23,557.23,-56,373.3419441592175,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,417.0,417.0,444.0,444.0,108.33,108.33,547.0,58.0,3.0,25.0,0.0,557.23,557.23,19883415651.43,19.883,411.0,other,equity,data_raw,714.97,-35.31,False
518,RMD,Healthcare,-93.6,4.2,4.2,,-2.9,-17.2,-23.7,-33.5,-47.7,-72.1,-91.2,-93.6,134.7,-103.2,1.9,0.0,-1176.3929174070047,56.7,397.0,397.0,423.0,423.0,108.7,108.7,558.6,558.6,-40,-716.8839299613201,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,397.0,397.0,423.0,423.0,108.7,108.7,519.0,58.0,3.0,25.0,0.0,558.6,558.6,28187357601.3,28.187,333.0,other,equity,data_raw,284.87,-31.79,False
519,PG,Household Products,-103.9,0.6,0.6,,-4.5,-13.2,-14.0,-20.4,-44.3,-59.6,-78.6,-103.9,37.7,-104.4,2.5,0.0,-5000.0,46.3,428.0,428.0,454.0,454.0,111.28,111.28,561.83,561.83,-42,-2029.0708097816396,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,428.0,428.0,454.0,454.0,111.28,111.28,437.0,40.0,3.0,25.0,0.0,561.83,561.83,327820161280.31,327.82,37.0,cap100,equity,data_raw,167.25,-15.83,False
520,SYY,Food Distribution,-109.2,1.3,-0.6,,-1.8,-11.2,-12.2,-15.6,-30.3,-50.5,-70.9,-109.2,22.5,-110.4,2.0,0.0,-3433.1766874308114,41.1,440.0,440.0,466.0,466.0,115.68,115.68,561.93,561.93,-31,-927.6306854189024,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,440.0,440.0,466.0,466.0,115.68,115.68,399.0,40.0,3.0,25.0,0.0,561.93,561.93,35552876175.15,35.553,294.0,large,equity,data_raw,91.85,-19.05,False
521,XYL,Industrials,-102.8,2.0,2.0,,-3.6,-14.3,-21.2,-29.9,-48.3,-61.9,-77.7,-102.8,41.6,-105.3,1.8,0.0,-4122.892100688527,47.5,422.0,422.0,448.0,448.0,115.5,115.5,562.25,562.25,-4,-1744.0101748538737,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,422.0,422.0,448.0,448.0,115.5,115.5,499.0,58.0,3.0,-2.0,0.0,562.25,562.25,26189069131.28,26.189,354.0,other,equity,data_raw,154.27,-28.58,False
522,EG,Insurance - Reinsurance,-109.8,0.1,0.1,,-8.1,-11.6,-11.4,-16.9,-46.8,-57.9,-71.4,-109.8,38.9,-109.5,2.3,0.0,-4933.650269488231,40.5,444.0,444.0,468.0,468.0,108.32,108.32,562.92,562.92,-46,-835.8001840729503,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,444.0,444.0,468.0,468.0,108.32,108.32,420.0,40.0,3.0,25.0,0.0,562.92,562.92,12643126839.0,12.643,472.0,other,equity,data_raw,368.29,-9.2,False
523,ADBE,Software,-149.2,2.2,0.2,,-3.7,-6.9,-16.8,-31.5,-77.0,-100.2,-127.2,-149.2,166.4,-155.8,2.4,0.0,-1424.367363653249,1.1,520.0,520.0,533.0,533.0,110.08,110.08,563.58,563.58,39,1193.9283145519075,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,520.0,520.0,533.0,533.0,110.08,110.08,458.0,40.0,3.0,0.0,0.0,563.58,563.58,104453369427.49,104.453,118.0,large,equity,data_raw,363.7,-30.87,False
524,PPL,Utilities,-103.8,2.7,2.7,,-4.7,-13.4,-12.7,-15.9,-21.9,-34.4,-55.4,-103.8,10.3,-106.4,1.9,0.0,-5000.0,46.5,426.0,426.0,452.0,452.0,119.41,119.41,566.21,566.21,-19,-164.62802226960866,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,426.0,426.0,452.0,452.0,119.41,119.41,418.0,40.0,3.0,25.0,0.0,566.21,566.21,26452638613.12,26.453,351.0,other,equity,data_raw,40.105,-12.33,False
525,ALLE,Industrials,-103.5,1.0,1.0,,-4.3,-15.5,-21.7,-28.9,-37.4,-50.6,-72.2,-103.5,37.4,-104.4,1.8,0.0,-5000.0,46.8,425.0,425.0,451.0,451.0,115.11,115.11,567.21,567.21,-9,-803.6298597779669,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,425.0,425.0,451.0,451.0,115.11,115.11,503.0,58.0,3.0,0.0,0.0,567.21,567.21,11201740005.86,11.202,495.0,other,equity,data_raw,183.11,-28.92,False
526,ZBH,Healthcare,-171.1,2.7,2.7,,2.1,-9.5,-11.7,-19.9,-57.0,-83.5,-114.9,-171.1,13.8,-175.8,2.9,0.0,-5000.0,-20.9,557.0,557.0,561.0,561.0,119.2,119.2,571.35,571.35,39,-88.51138715937759,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,557.0,557.0,561.0,561.0,119.2,119.2,390.0,22.0,3.0,-2.0,0.0,571.35,571.35,16771263036.9,16.771,436.0,other,equity,data_raw,106.88,-18.89,False
527,ADSK,Technology,-98.6,0.8,0.8,,-7.5,-11.9,-18.8,-30.1,-47.7,-65.5,-89.2,-98.6,136.2,-100.2,1.9,0.0,-2377.257872708984,51.7,411.0,411.0,439.0,439.0,111.68,111.68,571.68,571.68,-34,-1022.3128518134415,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,411.0,411.0,439.0,439.0,111.68,111.68,491.0,58.0,3.0,25.0,0.0,571.68,571.68,49331976314.77,49.332,244.0,large,equity,data_raw,326.2,-29.5,False
528,ABT,Medical Devices,-119.2,4.1,4.1,,0.0,-14.8,-23.5,-35.7,-57.6,-78.1,-100.7,-119.2,74.9,-127.0,2.4,0.0,-5000.0,31.1,467.0,467.0,489.0,489.0,102.62,102.62,572.02,572.02,1,-2742.7098889628633,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,467.0,467.0,489.0,489.0,102.62,102.62,511.0,58.0,3.0,-2.0,0.0,572.02,572.02,158121795993.88,158.122,79.0,cap100,equity,data_raw,135.45,-32.76,False
529,ACN,IT Consulting & Other Services,-152.7,2.7,-1.5,,-7.2,-15.9,-27.4,-39.2,-77.4,-99.7,-120.5,-152.7,86.6,-159.0,2.2,0.0,-396.966976193833,-2.4,528.0,528.0,539.0,539.0,97.21,97.21,572.21,572.21,1,632.955761213768,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,528.0,528.0,539.0,539.0,97.21,97.21,536.0,58.0,3.0,0.0,0.0,572.21,572.21,109809177849.2,109.809,112.0,large,equity,data_raw,291.08,-38.76,False
530,VLTO,Industrials,-44.1,3.7,3.7,,-3.4,-12.3,-18.0,-26.8,,,,-44.1,0.0,-108.7,2.9,0.0,-5000.0,-9.4,539.0,539.0,294.0,294.0,84.38,84.38,573.18,573.18,17,-1335.260954069584,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,539.0,539.0,294.0,294.0,84.38,84.38,467.0,58.0,50.0,-2.0,0.0,573.18,573.18,20812081276.18,20.812,403.0,other,equity,data_raw,107.9,-21.46,False
531,IFF,Specialty Chemicals,-167.8,0.4,0.0,,-1.4,-9.7,-7.1,-8.4,-40.3,-73.5,-107.0,-167.8,12.2,-168.0,2.3,0.0,-5000.0,-17.5,552.0,552.0,557.0,557.0,124.98,124.98,573.43,573.43,-39,0.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,552.0,552.0,557.0,557.0,124.98,124.98,319.0,4.0,3.0,25.0,0.0,573.43,573.43,18695874184.83,18.696,420.0,other,equity,data_raw,84.45,-13.55,False
532,REGN,Biotechnology,-125.2,3.3,3.3,,-5.2,-18.7,-22.3,-15.7,-55.2,-72.5,-84.6,-125.2,50.6,-130.6,2.3,0.0,-5000.0,25.0,481.0,481.0,501.0,501.0,104.44,104.44,573.89,573.89,13,-343.6999999999998,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,481.0,481.0,501.0,501.0,104.44,104.44,472.0,58.0,3.0,-2.0,0.0,573.89,573.89,64772948372.63,64.773,199.0,large,equity,data_raw,821.11,-23.43,False
533,TYL,Technology,-140.8,0.6,-0.4,,-9.8,-16.5,-25.8,-43.0,-72.8,-90.8,-113.2,-140.8,77.0,-141.6,2.8,0.0,-170.3916731982831,9.4,510.0,510.0,525.0,525.0,111.63,111.63,574.73,574.73,4,-27.82983610185508,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,510.0,510.0,525.0,525.0,111.63,111.63,548.0,58.0,3.0,0.0,0.0,574.73,574.73,12677461772.15,12.677,471.0,other,equity,data_raw,531.94,-42.07,False
534,TSN,Farm Products,-133.2,0.3,-4.3,,-9.9,-17.0,-15.6,-12.8,-25.2,-53.7,-81.2,-133.2,24.5,-133.3,2.0,0.0,-401.82554155076133,17.0,494.0,494.0,511.0,511.0,120.21,120.21,575.61,575.61,-47,894.0869265926569,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,494.0,494.0,511.0,511.0,120.21,120.21,450.0,40.0,3.0,25.0,0.0,575.61,575.61,16047008482.7,16.047,442.0,other,equity,data_raw,69.4842,-18.14,False
535,PEP,Soft Drinks & Non-alcoholic Beverages,-111.3,0.8,0.8,,-7.1,-16.1,-15.2,-14.1,-39.0,-58.3,-76.8,-111.3,21.3,-111.9,2.4,0.0,-5000.0,39.0,449.0,449.0,475.0,475.0,115.73,115.73,576.63,576.63,-10,-102.6529506362931,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,449.0,449.0,475.0,475.0,115.73,115.73,443.0,40.0,3.0,25.0,0.0,576.63,576.63,194286107635.16,194.286,60.0,cap100,equity,data_raw,171.48,-17.1,False
536,EFX,Industrials,-136.5,3.6,2.2,,-4.0,-14.1,-20.3,-33.8,-63.7,-83.5,-100.4,-136.5,48.7,-143.0,2.6,0.0,-3362.3632480426627,13.8,499.0,499.0,516.0,516.0,100.09,100.09,579.64,579.64,-5,-229.27983018402483,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,499.0,499.0,516.0,516.0,100.09,100.09,504.0,58.0,3.0,0.0,0.0,579.64,579.64,20360191868.99,20.36,407.0,other,equity,data_raw,258.4,-33.39,False
537,WYNN,Resorts & Casinos,-138.4,3.2,1.6,,-4.9,-9.7,-15.8,-20.6,-31.2,-43.9,-74.7,-138.4,68.0,-144.8,1.5,0.0,-5000.0,11.9,505.0,505.0,520.0,520.0,124.2,124.2,581.45,581.45,-1,-173.84199491198797,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,505.0,505.0,520.0,520.0,124.2,124.2,432.0,40.0,3.0,0.0,0.0,581.45,581.45,10752304966.03,10.752,501.0,other,equity,data_raw,134.72,-23.1,False
538,LULU,Apparel Retail,-167.2,0.2,-0.7,,-8.4,-24.1,-32.6,-45.0,-92.1,-118.7,-146.1,-167.2,274.1,-167.6,3.1,0.0,-173.0832143180144,-17.0,551.0,551.0,556.0,556.0,99.33,99.33,581.78,581.78,-16,-119.19061391033563,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,551.0,551.0,556.0,556.0,99.33,99.33,566.0,58.0,3.0,0.0,0.0,581.78,581.78,13656127281.11,13.656,463.0,other,equity,data_raw,225.98,-49.45,False
539,NCLH,Travel Services,-173.1,5.8,2.3,,1.4,-11.8,-14.8,-23.3,-41.7,-58.8,-95.4,-173.1,12.0,-183.9,1.8,0.0,-5000.0,-22.8,559.0,559.0,563.0,563.0,106.35,106.35,582.8,582.8,15,-1738.8560033158014,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,559.0,559.0,563.0,563.0,106.35,106.35,426.0,40.0,3.0,-2.0,0.0,582.8,582.8,8782776592.9,8.783,516.0,other,equity,data_raw,26.09,-26.68,False
540,PAYC,Industrials,-118.3,4.1,-0.2,,-1.8,-10.9,-22.4,-38.5,-63.9,-90.4,-117.3,-118.3,389.7,-139.6,2.0,0.0,-8.35157994464138e-05,-5.7,534.0,534.0,486.0,486.0,119.02,119.02,582.92,582.92,-14,1.3225657721072778e-05,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,534.0,534.0,486.0,486.0,119.02,119.02,508.0,58.0,3.0,25.0,0.0,582.92,582.92,6223033319.69,6.223,530.0,other,equity,data_raw,248.95,-52.98,False
541,AOS,Industrials,-135.2,1.8,1.8,,-4.1,-18.3,-21.9,-27.5,-56.8,-72.9,-88.2,-135.2,20.8,-137.6,2.4,0.0,-5000.0,15.1,496.0,496.0,513.0,513.0,104.3,104.3,584.85,584.85,-6,-9.99791718736833,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,496.0,496.0,513.0,513.0,104.3,104.3,505.0,58.0,3.0,-2.0,0.0,584.85,584.85,6383150971.72,6.383,529.0,other,equity,data_raw,81.87,-30.13,False
542,AWK,Utilities,-124.6,0.9,0.7,,-3.6,-13.1,-14.1,-21.5,-43.9,-69.8,-95.2,-124.6,64.8,-125.7,2.4,0.0,-5000.0,25.7,476.0,476.0,498.0,498.0,113.0,113.0,585.1,585.1,8,-39.867197849982404,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,476.0,476.0,498.0,498.0,113.0,113.0,442.0,40.0,3.0,25.0,0.0,585.1,585.1,23873043692.25,23.873,370.0,other,equity,data_raw,145.64,-14.54,False
543,GEHC,Healthcare,-63.6,2.3,2.3,,0.7,-15.0,-21.8,-26.7,-56.2,,,-63.6,20.1,-124.7,2.7,0.0,-5000.0,-15.3,548.0,548.0,338.0,338.0,107.54,107.54,588.49,588.49,6,-97.96746496148353,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,548.0,548.0,338.0,338.0,107.54,107.54,481.0,58.0,29.0,-2.0,0.0,588.49,588.49,29026645489.36,29.027,325.0,other,equity,data_raw,89.77,-27.96,False
544,AVY,Packaging & Containers,-115.8,0.0,0.0,,-6.1,-17.8,-20.8,-24.7,-55.5,-76.7,-92.3,-115.8,74.5,-115.3,2.1,0.0,-3309.2,34.5,456.0,456.0,481.0,481.0,104.81,104.81,590.41,590.41,-34,-139.23457235102842,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,456.0,456.0,481.0,481.0,104.81,104.81,500.0,58.0,3.0,25.0,0.0,590.41,590.41,11722151501.25,11.722,489.0,other,equity,data_raw,199.54,-22.23,False
545,ROP,Technology,-145.5,2.2,1.5,,-7.9,-13.4,-20.8,-36.7,-71.0,-89.5,-112.8,-145.5,45.1,-149.2,3.1,0.0,-3674.8183755097434,4.8,518.0,518.0,532.0,532.0,100.11,100.11,590.71,590.71,-12,-587.1947836153031,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,518.0,518.0,532.0,532.0,100.11,100.11,518.0,58.0,3.0,0.0,0.0,590.71,590.71,33484378484.3,33.484,305.0,other,equity,data_raw,521.28,-36.35,False
546,DG,Discount Stores,-154.0,0.0,-1.9,,-10.1,-22.8,-25.4,-22.6,-43.1,-83.6,-116.0,-154.0,89.3,-153.4,1.6,0.0,-1527.072054311713,-3.7,529.0,529.0,540.0,540.0,105.92,105.92,592.17,592.17,-8,3472.927945688287,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,529.0,529.0,540.0,540.0,105.92,105.92,528.0,58.0,3.0,0.0,0.0,592.17,592.17,22835128956.95,22.835,380.0,other,equity,data_raw,158.23,-34.46,False
547,GPC,Auto Parts,-135.2,1.1,0.5,,-4.8,-14.7,-23.1,-31.3,-56.6,-77.7,-92.1,-135.2,56.8,-136.8,1.9,0.0,-5000.0,15.0,497.0,497.0,513.0,513.0,108.98,108.98,592.38,592.38,-8,-34.700851894928746,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,497.0,497.0,513.0,513.0,108.98,108.98,509.0,58.0,3.0,0.0,0.0,592.38,592.38,13573908495.35,13.574,464.0,other,equity,data_raw,151.57,-35.24,False
548,TRMB,Technology,-128.5,0.9,-0.4,,-13.8,-21.1,-27.8,-37.3,-49.7,-74.4,-93.9,-128.5,80.8,-129.9,1.7,0.0,-3790.9763738363863,21.7,486.0,486.0,506.0,506.0,111.57,111.57,594.87,594.87,9,1062.1041605319197,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,486.0,486.0,506.0,506.0,111.57,111.57,552.0,58.0,3.0,0.0,0.0,594.87,594.87,12984311786.15,12.984,468.0,other,equity,data_raw,84.42,-34.02,False
549,MOS,Agricultural Inputs,-156.0,0.6,-1.0,,-3.4,-15.5,-16.9,-31.7,-58.5,-89.9,-99.9,-156.0,156.0,-158.9,2.2,0.0,-2668.3556344734034,-5.8,535.0,535.0,545.0,545.0,110.97,110.97,599.82,599.82,-15,2134.2056679103234,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,535.0,535.0,545.0,545.0,110.97,110.97,494.0,58.0,3.0,0.0,0.0,599.82,599.82,7278688026.35,7.279,523.0,other,equity,data_raw,36.0,-36.39,False
550,EL,Personal Products,-176.3,0.4,-1.4,,-1.1,-8.2,-17.2,-17.9,-49.0,-93.0,-128.1,-176.3,96.0,-176.9,1.6,0.0,-2079.2320751123843,-26.0,563.0,563.0,566.0,566.0,111.23,111.23,603.03,603.03,-47,2910.895772671238,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,563.0,563.0,566.0,566.0,111.23,111.23,407.0,40.0,3.0,25.0,0.0,603.03,603.03,20500140013.23,20.5,405.0,other,equity,data_raw,121.635,-31.36,False
551,FISV,Financial Technology,-186.2,0.6,0.3,,-9.6,-13.3,-17.7,-43.3,-91.1,-111.4,-139.9,-186.2,66.3,-187.3,4.1,0.0,-1678.3826229023912,-36.0,570.0,570.0,571.0,571.0,100.1,100.1,604.1,604.1,-8,-455.0271125011486,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,570.0,570.0,571.0,571.0,100.1,100.1,530.0,58.0,3.0,0.0,0.0,604.1,604.1,29984871388.68,29.985,317.0,other,equity,data_raw,130.64,-58.34,False
552,GPN,Specialty Business Services,-182.8,0.0,-2.1,,-10.6,-13.6,-16.2,-24.5,-65.7,-94.6,-131.1,-182.8,72.1,-182.3,2.7,0.0,-1353.3036470826517,-32.5,568.0,568.0,569.0,569.0,113.35,113.35,606.3,606.3,-39,3602.2677676465646,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,568.0,568.0,569.0,569.0,113.35,113.35,477.0,58.0,3.0,0.0,0.0,606.3,606.3,18548984541.84,18.549,421.0,other,equity,data_raw,89.58,-25.97,False
553,POOL,Industrial Distribution,-151.8,0.8,0.7,,-8.1,-17.4,-24.9,-40.2,-79.4,-106.2,-129.1,-151.8,205.6,-154.1,2.7,0.0,-3751.2009454490944,-1.5,527.0,527.0,538.0,538.0,111.17,111.17,606.92,606.92,-11,-1504.5146049575574,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,527.0,527.0,538.0,538.0,111.17,111.17,540.0,58.0,3.0,-2.0,0.0,606.92,606.92,6677087054.15,6.677,527.0,other,equity,data_raw,313.75,-41.6,False
554,DIS,Entertainment,-155.8,0.0,0.0,,-5.9,-10.3,-14.9,-23.4,-39.9,-68.5,-102.8,-155.8,38.2,-155.2,2.2,0.0,-5000.0,-5.5,533.0,533.0,544.0,544.0,111.75,111.75,608.05,608.05,-10,0.0,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,533.0,533.0,544.0,544.0,111.75,111.75,447.0,40.0,3.0,25.0,0.0,608.05,608.05,172505038500.87,172.505,70.0,cap100,equity,data_raw,117.09,-14.84,False
555,CTSH,Technology,-163.3,5.4,-1.5,,-4.8,-16.3,-28.4,-36.8,-63.0,-82.8,-108.2,-163.3,16.0,-173.0,2.1,0.0,-554.8976064647181,-13.0,544.0,544.0,551.0,551.0,124.63,124.63,608.18,608.18,0,773.3096227652677,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,544.0,544.0,551.0,551.0,124.63,124.63,533.0,58.0,3.0,0.0,0.0,608.18,608.18,25258200721.74,25.258,358.0,other,equity,data_raw,87.03,-38.86,False
556,LVS,Resorts & Casinos,-142.6,0.7,0.7,,-7.7,-14.6,-20.2,-20.0,-34.8,-49.2,-82.2,-142.6,29.7,-143.3,2.1,0.0,-5000.0,7.7,513.0,513.0,528.0,528.0,124.11,124.11,608.66,608.66,-5,0.0,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,513.0,513.0,528.0,528.0,124.11,124.11,470.0,58.0,3.0,0.0,0.0,608.66,608.66,33615591193.92,33.616,303.0,other,equity,data_raw,70.45,-28.67,False
557,KHC,Packaged Foods,-165.6,0.0,0.0,,-4.9,-10.9,-14.2,-20.9,-51.5,-74.8,-95.5,-165.6,10.3,-165.0,2.8,0.0,-5000.0,-15.3,548.0,548.0,555.0,555.0,108.63,108.63,608.78,608.78,-58,-9.932718135553841,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,548.0,548.0,555.0,555.0,108.63,108.63,433.0,40.0,3.0,25.0,0.0,608.78,608.78,26644422711.65,26.644,350.0,other,equity,data_raw,26.365,-14.36,False
558,COO,Healthcare,-161.8,2.2,2.2,,-1.2,-16.8,-23.9,-26.9,-65.7,-90.0,-117.9,-161.8,37.1,-165.8,2.1,0.0,-5000.0,-11.6,541.0,541.0,548.0,548.0,111.87,111.87,610.22,610.22,-2,-97.96746496148353,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,541.0,541.0,548.0,548.0,111.87,111.87,502.0,58.0,3.0,-2.0,0.0,610.22,610.22,12100995053.28,12.101,480.0,other,equity,data_raw,89.83,-25.04,False
559,DPZ,Restaurants,-127.7,0.4,0.4,,-7.9,-19.7,-26.5,-36.8,-62.0,-80.9,-102.9,-127.7,80.2,-128.0,2.7,0.0,-3337.775600140172,22.6,485.0,485.0,505.0,505.0,107.22,107.22,611.52,611.52,-31,-926.273300486369,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,485.0,485.0,505.0,505.0,107.22,107.22,543.0,58.0,3.0,25.0,0.0,611.52,611.52,10228357968.52,10.228,504.0,other,equity,data_raw,442.35,-29.02,False
